Project,Commit,Version,NbDependencies,BloatedDirect,BloatedTransitive,UsedDirect,UsedTransitive
codelibs/fione,196f1d009cdf7fff5104d25d3a11ebabde4fa35a,13.9.0,281,3,244,12,22
codelibs/fione,bb343de96926b8bbcc8fbf07c840e2c5c5cadae9,13.8.0,273,3,236,12,22
codelibs/fione,988cd9fb92e69d67375ed3dc192f2ca286228408,13.6.1,267,4,236,11,16
codelibs/fione,64447ff9ffab3d34860549f1a466a0c79b2f6f1a,null,281,3,244,12,22
codelibs/fione,2ad35b984079efc5d1ab3e16f312f9c5e5f6c28c,13.7.0,273,3,236,12,22
palindromicity/simple-syslog-5424,74b431d85058c9352b2300fbe6250b0a87e1f750,0.0.6,4,0,2,2,0
palindromicity/simple-syslog-5424,696be0436ff9d1d4f385bb44fa20c5dceb5ff577,0.0.10,4,0,2,2,0
palindromicity/simple-syslog-5424,27f4ccbc0ad448f70ca6ead56735f89699af6452,0.0.13,3,0,1,2,0
palindromicity/simple-syslog-5424,4cb0f799cbfce10478327090a145a08b93b12ca2,0.0.12,3,0,1,2,0
palindromicity/simple-syslog-5424,faaa3eeaf2b7df6e257cfad86a33565c7d96aab6,0.0.9,4,0,2,2,0
palindromicity/simple-syslog-5424,9e765656c47293827c2ceed5481a142341b76c5b,0.0.4,4,0,2,2,0
palindromicity/simple-syslog-5424,0d149298308a79d0a8c589c2aa53d37c46dfe8b2,0.0.1,4,0,2,2,0
palindromicity/simple-syslog-5424,c90462ffaa43930357750c798046df22c563b2cf,0.0.8,4,0,2,2,0
palindromicity/simple-syslog-5424,8af7ef38e0f24442d30c68e3b8e65f0c96f6acba,0.0.3,4,0,2,2,0
palindromicity/simple-syslog-5424,7c82684746dd31d06b80c6e9139377be7a39f716,0.0.2,4,0,2,2,0
palindromicity/simple-syslog-5424,1db91ff451f78cc52b26377f6977a64ebc653642,0.0.5,4,0,2,2,0
palindromicity/simple-syslog-5424,8e7b80c2e551cb6fcf7d6f7ddb73c4811abd4d33,0.0.11,4,0,2,2,0
palindromicity/simple-syslog-5424,0b0e7608fdd332731b57ce245a60abbc792c976a,0.0.7,4,0,2,2,0
palindromicity/simple-syslog-5424,07664d782cf75f15c4dde3f11a4b4466b799bda7,null,3,0,1,2,0
Gubancs/leaflet4vaadin,7829b2de9e5263b2ae15ba5457df7459f189629d,0.3.2,144,4,109,2,29
Gubancs/leaflet4vaadin,416cb4011a389060004981774fcf4fb35fd3efe2,null,144,4,109,2,29
Gubancs/leaflet4vaadin,4e2ee4f444c29616550d5598bce2abb96144c535,0.5.0,144,4,109,2,29
Gubancs/leaflet4vaadin,0d54acc1629649bad1892b87e06252d72988a005,0.4.0,144,4,109,2,29
Gubancs/leaflet4vaadin,64c81cd7ba15c1d7e13456db0fe86b3e2c7910b3,0.3.1,144,4,109,2,29
lost-carrier/netatmo-api,555145e9e7894e23baeae2874354d8db5a74c26f,0.4.1,13,0,7,6,0
lost-carrier/netatmo-api,0473822161304af3ae373e2bc77d8a8eb963d814,0.1,5,0,2,1,2
lost-carrier/netatmo-api,d73ae0f181f38b8ade5362eb7b67365b4932ca57,0.6.0,13,0,7,6,0
lost-carrier/netatmo-api,aeb5e9cb4e3517c5fd56dbc3713f3aee18cdb13a,0.1.1,5,0,2,1,2
lost-carrier/netatmo-api,fef9adf5d3aec4c5fb9bc053d03e38c747ade912,0.4.0,13,0,7,5,1
lost-carrier/netatmo-api,75b114c4376efb4944856d10d7c681346589acb5,0.5.0,13,0,7,6,0
lost-carrier/netatmo-api,171d422b8f2a7b249d22c652aed6efd14cc50499,0.2.0,13,0,7,5,1
lost-carrier/netatmo-api,c120d90c5dc5792d09a2c536bc7b554b3bc7ccd8,null,13,0,7,6,0
lost-carrier/netatmo-api,90c7b36ab4fc1c8e2038260668036f8c5b9456a8,0.3.0,13,0,7,5,1
myzhan/locust4j,076fc1c91fef9deada3de655d6c78d23355400e0,1.0.0,5,0,2,3,0
myzhan/locust4j,03327e18b5770d0330ad7b044cc53d7474e38b78,1.0.8,10,2,4,4,0
myzhan/locust4j,dd7d3e34c493eda70b8fc8aef1bd1b21c6316ec5,1.0.2,5,0,2,3,0
myzhan/locust4j,e4d50b31a44b1e07f95f91fa798ff63cb284b7af,1.0.4,9,2,4,3,0
myzhan/locust4j,2485452e6cd94ef5d54ff24071f8757fb97c5fd1,1.0.11,10,2,4,4,0
myzhan/locust4j,9d4b62ce5c5064349b5942101d75d9814a5c10a9,1.0.1,5,0,2,3,0
myzhan/locust4j,364a3473eda7110619cf7108720250a3039204a3,1.0.7,9,2,4,3,0
myzhan/locust4j,737add652f2998fe84febe250cc0d0827e66dc55,1.0.6,9,2,4,3,0
myzhan/locust4j,41997113a5de7fcc168e1b48f8be6fa53e2a12a3,1.0.9,10,2,4,4,0
myzhan/locust4j,60692eac3e04db3448e9c0666ffbd7db49612784,null,10,2,4,4,0
myzhan/locust4j,4a1991e5664021b30705c9f87469044869272802,1.0.10,10,2,4,4,0
myzhan/locust4j,abb7840572984953fe7c88088a573dc23e00f0d5,1.0.3,5,0,2,3,0
myzhan/locust4j,8e4b3bb9bc18dd8d53b5fe7aa81162d79ab81ee0,1.0.5,9,2,4,3,0
myzhan/locust4j,be31db9553958a2f011ebdfba7ef73f7b9c1e9f7,1.0.12,10,2,4,4,0
jbossas/staxmapper,07d6bfeb367d0670fb58bf69d8396bdb1a668fdc,1.3.0.Final,2,0,1,1,0
jbossas/staxmapper,24081452a3b0682b4ec49f0ecb294e0a00c71d34,null,2,0,1,1,0
jbossas/staxmapper,f02fedfe9653471861b09d4b0b7b097118a549ec,1.2.0.Final,2,0,1,1,0
jbossas/staxmapper,edbdc88a1dac24b30c1c5b1bb6fe5e65b619cfe5,1.2.0.Beta1,2,0,1,1,0
bullhorn/dataloader,cd1837e64fd07b0f4633c32fbce08e024bc5877b,3.5.0,130,2,107,4,17
bullhorn/dataloader,68c7d3d236fa9ec7d436902d9faa6aecf51b181c,3.1.2,129,2,107,4,16
bullhorn/dataloader,feab64497f9a00995596083f6a38c5c82942c100,3.6.0,130,2,107,4,17
bullhorn/dataloader,1854a4a748668a546e87a2b3157c1b15aad226f2,3.3.0,130,2,107,4,17
bullhorn/dataloader,58b264631c394d66fa0e6e47ae48b029cb6d8b36,1.1.0,20,4,5,8,3
bullhorn/dataloader,805cb014080622a96382926aae708f5790e336bc,3.0.1,129,2,107,4,16
bullhorn/dataloader,b1c16f9f589c58e99392baa6a1df3c40c79996ea,1.2.0,20,4,5,8,3
bullhorn/dataloader,fa5e897f0e2e4f88448cf9673353ee1ee7e460c7,3.3.1,130,2,107,4,17
bullhorn/dataloader,83d4b912dec568ebd2d62fbe8108d3d3da7e4d28,1.0.2,19,4,5,8,2
bullhorn/dataloader,50e324bca2f2c8fb9252eb9d76c09f970d4bd0f5,3.2.1,130,2,107,4,17
bullhorn/dataloader,b730e7e4ca63827f29a238842a5ff1b5044184fc,3.7.0,130,2,107,4,17
bullhorn/dataloader,6191f9cd9a9fbb55fb487253c921639d5d9eb09f,1.0.1,19,4,5,8,2
bullhorn/dataloader,2a2b1684e36ba544f5d439829653d58a29ad25ec,3.0.2,129,2,107,4,16
bullhorn/dataloader,750a4b8822ea1dea79e98ce2ca93568a3ab00df3,3.1.3,130,2,107,4,17
bullhorn/dataloader,31424fc34ebafae86ab927bfc7812556da1d0a37,2.0.0,50,6,32,7,5
bullhorn/dataloader,41fbc148dcee8d670ac1e0f67200220d450deb90,3.7.1,130,2,107,4,17
bullhorn/dataloader,967d1d8b9f435dc8cc724ced423faa3d09918c51,1.0,19,4,5,8,2
bullhorn/dataloader,7ff0d3640c575dc17f6119838aa5c31fc69b49e1,3.4.0,130,2,107,4,17
bullhorn/dataloader,4e6cd93f3f89495101cee7dc49ee970c23848035,3.6.2,130,2,107,4,17
bullhorn/dataloader,030f22f536e133be20cad980a2bf1aa2e90941bb,3.2.2,130,2,107,4,17
bullhorn/dataloader,67a2a59dd4411c5b4956a133e4b67543397585a8,3.1.0,129,2,107,4,16
bullhorn/dataloader,c7a03ac0924cefe8571b01923809df8867c40d27,3.6.1,130,2,107,4,17
bullhorn/dataloader,dbe28e73f4e9a41d78c754ff8b536b9f896560f4,2.1.0,129,2,109,4,14
bullhorn/dataloader,931b974fc2c967c08ce053132dcb86deb2ac4bee,3.1.4,130,2,107,4,17
bullhorn/dataloader,8b901d98c0c107542dc3b41af0e3a95cf971638a,3.2.0,130,2,107,4,17
bullhorn/dataloader,0aa1d71ebde830d1490b4a8ae66aa908d345e507,2.2.0,129,2,109,4,14
bullhorn/dataloader,9e983a943fba0f49376123d3a8848f7e2f067c2f,3.0.0,129,2,107,4,16
bullhorn/dataloader,2058b56a5c331f5e4e84a416a4ae79516216989f,3.1.1,129,2,107,4,16
lbehnke/hierarchical-clustering-java,efd44d3aefec67612be2432bd16d6f79113a0dd6,1.2.0,3,1,1,1,0
lbehnke/hierarchical-clustering-java,798cecb3084ff7b09f616188c1f58c11b69aaddb,1.0.3,2,0,1,1,0
lbehnke/hierarchical-clustering-java,90af9fb13873614904487cdc7f0e15320c8720e6,1.0.2,2,0,1,1,0
lbehnke/hierarchical-clustering-java,5d7480b008f0facaed3c0fd6531c0f74bc8ae88d,null,3,1,1,1,0
lbehnke/hierarchical-clustering-java,70f9b25391e8f9c0ccf3e6f4411d91cde6c422ed,1.0.1,2,0,1,1,0
lbehnke/hierarchical-clustering-java,f6952a89ee248a845118a9c494f5d457a308a7e3,1.1.0,2,0,1,1,0
lbehnke/hierarchical-clustering-java,8903e82a955baa3997e2fd1e72cfd79e10d3497c,1.0,2,0,1,1,0
timbru31/UnlimitedLava,d27d0b540a2fb9f7f3143d871ef9be3d8a6dd240,null,48,0,39,0,9
timbru31/UnlimitedLava,057e2e17e6bae6726fe8376f53b19eb43aeea4dd,1.9.2,11,0,9,2,0
timbru31/UnlimitedLava,529ace4e2d544792bc1d3659e1dfd7f0b750ab6d,null,47,0,38,0,9
timbru31/UnlimitedLava,34b43920ca8e8cc7bd62781258974a60e57a6a19,null,46,0,37,0,9
timbru31/UnlimitedLava,26a65fccceb380cbe96fd2017bbf8d17cbd65d09,null,48,0,40,0,8
timbru31/UnlimitedLava,7a06d1d86aa26be7ff5e82993c84554b8719a8dc,null,50,0,41,0,9
timbru31/UnlimitedLava,5debb8d60cceb0f1fc1fcabdd892d208d6b6e9de,2.0.0,47,0,37,0,10
timbru31/UnlimitedLava,18a03532ead9b6d461680f82841ebfca4e24ab40,2.0.1,47,0,37,0,10
timbru31/UnlimitedLava,ffeda56b6fabec5404c6aa7f7b23dd9eac315994,2.1.0,47,0,36,0,11
timbru31/UnlimitedLava,ec0037c481c50709f7cbc7dbe0f7c1331bbed3bf,null,47,0,38,0,9
Javastro/jsofa,82a1320bc62c46a87b392551311ca0aee74db159,null,2,0,1,1,0
Javastro/jsofa,bad29ff247f8c557bd47883f1a7447ba1503b83e,20180130,1,0,0,1,0
Javastro/jsofa,0c369b63ac809d4f7aaeed0b6127d8502420f86b,20160729,1,0,0,1,0
Javastro/jsofa,32b8a19ccb823e2c23c01fa8872349dbffe37af2,20180130b,1,0,0,1,0
Javastro/jsofa,93223967c5271d9509213f904e48696d15cd97f8,20160729.1,1,0,0,1,0
Javastro/jsofa,1f36830290dd676a47fb71fd50f03365766e5d76,20131202-rc1,1,0,0,1,0
Javastro/jsofa,d19636b1c700113d18df863384e9f638c2707a15,20190722,1,0,0,1,0
Javastro/jsofa,43b48acd8e286e314f171efd585c3f24ac63db03,20170420,1,0,0,1,0
Javastro/jsofa,334b145b2d7876c407d08f8c1fd0063790e8cc46,20131202b,1,0,0,1,0
Javastro/jsofa,0fac4e18e4926696357869e3bc096ca53f32691f,20200721,2,0,1,1,0
Javastro/jsofa,86de8baed4ca7ed719d2f67880137b1a94300ab5,20150209,1,0,0,1,0
milaboratory/milib,9139e2cd09e1fd75530b795b255f74421254dc11,1.8.1,12,1,1,8,2
milaboratory/milib,f6ccdbccf3c96f914f45dcf1836763015925b682,1.7.1,12,1,1,8,2
milaboratory/milib,cacb0f6e2ea9da03921b19bd4e2f80b9f22f77ad,1.1,11,1,1,7,2
milaboratory/milib,728691c23b7aba222ab9e02aab12c2ad0e62ccde,1.7.2,12,1,1,8,2
milaboratory/milib,40e069acb3cb8d00b68af4932ff1ad89fa2cd4a3,1.5,12,1,1,8,2
milaboratory/milib,7af45751f0ed850136391edb6fa7f6206c7244e3,1.8.2,12,1,1,8,2
milaboratory/milib,cb03663059cd6ee9536f31cbb67ea56993c73829,1.0,10,1,1,6,2
milaboratory/milib,69e2ac7879af08092519f0227d628da9dae54f0c,1.4,12,1,1,8,2
milaboratory/milib,f68bcef44b2c837694f1e88bfba18267dc2b616d,1.0.1,10,1,1,6,2
milaboratory/milib,22a58bbbaa5d388719ad295d270aebfd776d1ed5,1.14-${revision},14,1,0,10,3
milaboratory/milib,09ceb617e2d1d171bb4a87667febf2732a76a1aa,1.13,13,1,0,9,3
milaboratory/milib,175d0ebac813e98ecfd5e03c804d19b3e3d46a29,1.12,13,1,1,9,2
milaboratory/milib,038ea95b9c4522bc2d6eb4a60581db34aff9297f,null,13,1,0,9,3
milaboratory/milib,c7df0e475a13a985521faf0ed26843598e44c625,1.11,13,1,1,9,2
milaboratory/milib,6315ce29c4359107fe186373dcb7b7cf5f9a9b42,1.8.4,12,1,1,8,2
milaboratory/milib,9ab13645b321f240daa1806c0a5022ba85638017,1.10,13,1,1,9,2
milaboratory/milib,b7bb458df01244efbed382a55d2584cd5e64c8ce,1.2,11,1,1,7,2
milaboratory/milib,fd9be59c95ae970e5fd3075520d3f773c9c4fabf,1.7,12,1,1,8,2
milaboratory/milib,4b27c7036148ef2b9d62f0d1d32964adefbf95cf,1.1.2,11,1,1,7,2
milaboratory/milib,4c3885bbd4cd69d452fad6b78552d2144b29c930,1.6,12,1,1,8,2
milaboratory/milib,6e670df53914b7013134edcb873161c9465632f8,1.0.2,10,1,1,6,2
milaboratory/milib,b647d49702adbea41fe8c6a7773a7662d6d3701e,1.3,11,1,1,7,2
milaboratory/milib,155e99491f35dc1a706ba1bf4dc49ea4d9dc561d,1.5.1,12,1,1,8,2
milaboratory/milib,edb1943f65281c9356787cd7f2964bed67b27963,1.8,12,1,1,8,2
milaboratory/milib,b35b87895b132ba30a789e4bc621e8cc6cd8ac14,1.1.1,11,1,1,7,2
milaboratory/milib,834c14678d085e4079d04d8645e76ad228fffb44,1.8.3,12,1,1,8,2
bells/elasticsearch-analysis-dynamic-synonym,c4ad6462934053690c3b4f82e5d02fe7662c1d28,5.1.1,35,1,27,3,4
bells/elasticsearch-analysis-dynamic-synonym,8cbaf81d5badce065ddbc9ce88668dc2335760bc,2.3.0,38,1,31,2,4
bells/elasticsearch-analysis-dynamic-synonym,388d7be553e7cce49f480075886f5e27cd394213,5.2.0,35,1,27,3,4
bells/elasticsearch-analysis-dynamic-synonym,d1577161b9153755b1ee36b2d903882cc79ec78c,2.3.1,38,1,31,2,4
bells/elasticsearch-analysis-dynamic-synonym,9728364a5fb5d3d2da61d1d218cb5c74ba42ba34,2.0.0,36,1,29,2,4
bells/elasticsearch-analysis-dynamic-synonym,e1f007dda76e424bfd44cf9c63c663c9ef1a5d8c,7.7.0,84,0,71,2,11
bells/elasticsearch-analysis-dynamic-synonym,4682d0229e6d9558b00b1fd87ce19f02f84f95c0,2.3.3,38,1,31,2,4
bells/elasticsearch-analysis-dynamic-synonym,cdd310e75d51bfcabdd7afb2569c99538c0a9e14,7.5.1,81,0,68,2,11
bells/elasticsearch-analysis-dynamic-synonym,186164eafcc9c6b5dc6a631b5f8add8521dc20ea,1.0.0,24,0,18,3,3
bells/elasticsearch-analysis-dynamic-synonym,a64b80b9091cfb09ec18a09eed171746f7de16a4,6.1.4,36,1,28,3,4
bells/elasticsearch-analysis-dynamic-synonym,edf501710a3606799e7da1d55a4adc722c86a105,7.0.0,39,1,30,3,5
bells/elasticsearch-analysis-dynamic-synonym,532095a81a74d33e23df2ac7f71ab2c3efb1e889,2.4.0,35,1,27,3,4
bells/elasticsearch-analysis-dynamic-synonym,38bfa863a46002e4143ced46473b52062bb00055,2.1.0,37,1,30,2,4
bells/elasticsearch-analysis-dynamic-synonym,db1ec116e6987c1631f9917bc57c88df39981a0d,null,84,0,70,2,12
bells/elasticsearch-analysis-dynamic-synonym,a1428132e356f65c9c9ad1e25413504617f88d00,null,84,0,70,2,12
bells/elasticsearch-analysis-dynamic-synonym,10f62df985eaed715b6724e9671f4979daa83600,2.2.0,38,1,31,2,4
bells/elasticsearch-analysis-dynamic-synonym,dbe8ebeb6b92d9b403acb76020ea7d64b39abcc8,6.3.1,38,1,29,3,5
davidmoten/rxjava2-http,e9ab32389002c3909aef49c05f461967abc32da2,0.1.18,22,2,5,8,7
davidmoten/rxjava2-http,b82f5f53f4a4d33bbfdd65741225b7bc2b47d016,0.1.14,22,2,5,8,7
davidmoten/rxjava2-http,98dec82683fd8c176afa3e59021d6ff5a596d137,0.1.22,22,2,5,8,7
davidmoten/rxjava2-http,d93818a84c91cfc2d4051a054dfa4ad705be893b,0.1.15,22,2,5,8,7
davidmoten/rxjava2-http,cf7f283a0651877bf87328932dba38fcdb69c6c9,0.1.16,22,2,5,8,7
davidmoten/rxjava2-http,716aac6ace9531945439fbf38b3c85bcfe0f007c,0.1.21,22,2,5,8,7
davidmoten/rxjava2-http,e44a5a8635588969c8e700bbabc18fe9ed4f8bca,0.1.23,22,2,5,8,7
davidmoten/rxjava2-http,2b7f2253eaa1dd0950ba09c07426ab9de4c5ac4a,0.1.20,22,2,5,8,7
davidmoten/rxjava2-http,be4afe7c32c606a56b89db51d684d7ac3637d912,0.1.17,22,2,5,8,7
davidmoten/rxjava2-http,ce7d1b71d10535d00f06978e092d826c22546d1b,null,22,2,5,7,8
jenkinsci/trilead-ssh2,fdf81a180cd7f269dbe7c4507e02f2ca63d35435,build217-jenkins-10,5,0,1,4,0
jenkinsci/trilead-ssh2,ab0f2c88a402bf5b49748c96405467bfbcf03e76,build-217-jenkins-11,5,0,1,4,0
jenkinsci/trilead-ssh2,5aca54efdee59dfcd288829f44846d32ae279aee,build-217-jenkins-16,22,0,16,4,2
jenkinsci/trilead-ssh2,dc211b02f0bc293fc3815e1bfd18a9214beb32cb,build-217-jenkins-25,22,0,15,4,3
jenkinsci/trilead-ssh2,b6a71e083874a77eb811947fb5832fc3f084d61b,null,17,0,11,5,1
jenkinsci/trilead-ssh2,106154f8a4f69637e01a514b7c67e86a66fe0cb8,build217-jenkins-9,5,0,1,4,0
jenkinsci/trilead-ssh2,606930c36788a74cf8679931be0186a224ca170a,build-217-jenkins-21,22,0,16,4,2
jenkinsci/trilead-ssh2,36b37972a0fe584c2a946b511625b66097539179,build-217-jenkins-20,22,0,16,4,2
jenkinsci/trilead-ssh2,bd0c18d7ad909fb9f3977b7bd5f926aacc6afb72,build-217-jenkins-19,22,0,16,4,2
jenkinsci/trilead-ssh2,c3c77a463045a59838d0620ba51ea2a05ebe4534,trilead-ssh2-build-217-jenkins-17,22,0,16,4,2
jenkinsci/trilead-ssh2,a4dce7ebd33c687a2cba64e1a9fb1f03ca873b91,build-217-jenkins-15,22,0,16,4,2
jenkinsci/trilead-ssh2,0f2bd4199fe5bc27d717c8f9f1c61f8a832b7662,build-217-jenkins-18,22,0,16,4,2
jenkinsci/trilead-ssh2,4d8fdbfe032dca57c26e7ca425742647ee4d31b3,build-217-jenkins-26,17,0,11,5,1
jenkinsci/trilead-ssh2,4b0e67d0ec731877f1f2a36d67d12ee5a3f50d23,build-217-jenkins-23,22,0,15,4,3
jenkinsci/trilead-ssh2,3e9d4519e3908050500265f01b801904629a83de,build-217-jenkins-14,22,0,16,4,2
jenkinsci/trilead-ssh2,6e7bdf7611479354606354fff5bd48683222d920,build-217-jenkins-12,22,0,16,4,2
jenkinsci/trilead-ssh2,76c566c890a2291d5840543a6a26c2eb3dbdd716,build-217-jenkins-22,22,0,15,4,3
floragunncom/search-guard-tlstool,dffd478720f7fa6877721a9190f5f94666ab31b5,1.7,22,1,8,10,3
floragunncom/search-guard-tlstool,61b5464a11f90a330328f545293a9d985d51ee77,null,22,1,8,10,3
floragunncom/search-guard-tlstool,c2026514e5c87853d07b4b4a7dda23cb2068bfb3,1.6,22,1,8,10,3
drewnoakes/metadata-extractor,bc320ad1c643d1d11a31c372f22aba00551e35f5,2.10.0,3,0,1,2,0
drewnoakes/metadata-extractor,4daad350a583acccd094d9631bd39b94282a6128,2.12.0,3,0,1,2,0
drewnoakes/metadata-extractor,a0831533a70bd6ce6842fb1d97efd5b19f0773bc,2.11.0,3,0,1,2,0
drewnoakes/metadata-extractor,f0483919ac0df117730cf64eb62a0eeba318fa88,2.15.0,3,0,1,2,0
drewnoakes/metadata-extractor,270db1ed32494d758109b85be961dfc97aae866d,2.13.0,3,0,1,2,0
drewnoakes/metadata-extractor,b0de2722b096bbf16a342474f6ad93682e4d8718,2.10.1,3,0,1,2,0
drewnoakes/metadata-extractor,376d75d05c166f05a5fa0f3b7e9f3926e395ebf6,2.14.0,3,0,1,2,0
drewnoakes/metadata-extractor,d0d53622d4e64f877f9a8de2a813e0dc49d1bf71,null,3,0,1,2,0
personium/personium-engine,5f3dc4ac8362a87bccacb810085773d90d200e80,1.5.21,60,8,31,11,10
personium/personium-engine,48822cae647c2497606af3693ee54edb65a524f7,1.5.20,60,8,31,11,10
personium/personium-engine,cda22729cbb5a782cbf344d0a16416ad16c9b60e,1.5.4,84,7,56,10,11
personium/personium-engine,374dec26c24bd287fc3ff5ca7468a9761e64a478,1.4.2,84,7,56,10,11
personium/personium-engine,01cabec3e7fac767ce60b25ca9461a7494a62874,1.5.7,84,7,55,10,12
personium/personium-engine,29b2d9762474c9f09ed79a5eddcc30b9f9bc373b,1.5.3,84,7,56,10,11
personium/personium-engine,f2e11f1e3efc5536147bfeca86c348a2cf8fee39,1.5.6,84,7,55,10,12
personium/personium-engine,671e481a1cc93b97649177938aaf4d008f7764e4,1.5.13,86,8,57,12,9
personium/personium-engine,fe5cb756002b82b83550275172f0972ad30d25e0,1.5.14,86,8,57,12,9
personium/personium-engine,b3c31475a76baa26ce7ab9c5c1c83a8bc2841b8f,1.5.16,53,8,24,11,10
personium/personium-engine,d4f662b74a81e13885617955d44695d60cebe140,1.4.3,84,7,56,10,11
personium/personium-engine,1bb38ea4efb5fb84764b949707ca10415d3e19d0,1.5.2,84,7,56,10,11
personium/personium-engine,af05668c995f021feb1ec9f9f7a76bd7ae49b56c,1.5.25,60,8,31,11,10
personium/personium-engine,761c2e71ace1ed8429144a3d4543f9439e2111f7,1.5.0,84,7,56,10,11
personium/personium-engine,a5ff19d5e43f9dade3b846dfc22a6eff91319329,1.4.4,84,7,56,10,11
personium/personium-engine,5a42540dcc359ec7c6fc48825becb2e93ef6e870,1.5.19,60,8,31,11,10
personium/personium-engine,687287bca67aefdc0993f5d76b8f620e6941dc6e,1.4.5,84,7,56,10,11
personium/personium-engine,60154e0077f4af7b678219dbe29fdc5603da7d6a,1.5.11,86,8,57,12,9
personium/personium-engine,4c30760843838960f735d1165cb733f3c76243dd,1.4.3-dev,84,7,56,10,11
personium/personium-engine,add13373d2a1eb815fd6afc47130ca2a1ad454bb,1.5.15,86,8,56,12,10
personium/personium-engine,e18467170e01fdefd2ba686607e30a532a976d93,1.5.22,60,8,31,11,10
personium/personium-engine,f6b872e3e437b40520ff387cff49049e8818817a,1.5.24,60,8,31,11,10
personium/personium-engine,14d72b89cdc83776d4c8eebc4c5077ed0f69ea01,1.4.6,84,7,56,10,11
personium/personium-engine,4b330932e4b2145e5925502701fe28b91337019d,1.5.9,84,7,55,10,12
personium/personium-engine,cd4eb4421435b34b000c23875890bdc6bb637d74,1.5.12,86,8,57,12,9
personium/personium-engine,9de178d237c4283879b1cf4b63a55625d0bb2d1e,1.5.18,60,8,31,11,10
personium/personium-engine,a157c8caa9f771a1d2f6983a08eb62ac86f19bb8,null,60,9,32,10,9
personium/personium-engine,0106d9ea435a1734356c6f850611a32926add109,1.5.23,60,8,31,11,10
personium/personium-engine,5a743542dad2bbbd6c88423c9e896825b9e853b3,1.5.8,84,7,55,10,12
personium/personium-engine,3e43b4899589d3921b566bce10279562f5f3e395,1.5.5,84,7,55,10,12
personium/personium-engine,52072b5ec4bcfc3457a94df991287d3fa2e701c7,1.5.10,84,7,55,10,12
personium/personium-engine,d49c5848a7b1c4bd68103fac6580cc097b960a79,1.5.1,84,7,56,10,11
robinst/autolink-java,20d7b1e7499350b057ce334794ec12ade4d1a9a5,0.8.0,5,0,3,2,0
robinst/autolink-java,d7c101f68d404e32dfbf0df44aea8f934619e284,null,5,0,3,2,0
robinst/autolink-java,c2b0de122488d5a6bf4572b927f01b47466188fa,0.1.0,5,0,3,2,0
robinst/autolink-java,863b46413bbb9ba3ced9ceeee8e2056f3f3c22ba,0.7.0,5,0,3,2,0
robinst/autolink-java,f108be6f57821be9fc3d8ac82e05773715020ef4,0.6.0,5,0,3,2,0
robinst/autolink-java,20fd6b22e9992be5b5e8285fc239dcf74a20209f,0.10.0,5,0,3,2,0
robinst/autolink-java,082f2b9e9299dcc809b540c4522886c0ddc337a7,0.9.0,5,0,3,2,0
robinst/autolink-java,78e933a74a8c1c8f41b6bde5c7ac53b50b15e900,0.2.0,5,0,3,2,0
robinst/autolink-java,6954444293dd0265291a43c84c916540798fca02,0.4.0,5,0,3,2,0
robinst/autolink-java,ac21fa1cb3d1b3ee03df146d63c15213cc105e4e,0.5.0,5,0,3,2,0
robinst/autolink-java,07e4876c9b761dd227bcb52fe7e765e06e6e1dfb,0.3.0,5,0,3,2,0
thelinmichael/spotify-web-api-java,6c2b9a6e0a2c6f2a967ef5bbd035b461f6a70c7e,2.2.1,10,0,3,5,2
thelinmichael/spotify-web-api-java,5e53debdaa8264f45f0101a1a02e5cdb3dfe5265,4.0.0,13,0,5,6,2
thelinmichael/spotify-web-api-java,e44edcd98dca9ad92ea2c4a17da278f171fd10ee,6.4.0,15,1,5,6,3
thelinmichael/spotify-web-api-java,13fd3753489a038559b4a36fcbff3c85091d6f7a,2.0.0-RC1,10,0,3,5,2
thelinmichael/spotify-web-api-java,9dfe6ed019370d59e3036f00533cd6445a8caaa4,2.1.1,10,0,3,5,2
thelinmichael/spotify-web-api-java,1715d63fa6398b739f0e621cc279a107ca4f3bb1,2.2.0,10,0,3,5,2
thelinmichael/spotify-web-api-java,6c0fcb0cb649e17599ba68e3b9bfd020068a1013,2.0.1,10,0,3,5,2
thelinmichael/spotify-web-api-java,c93a6a2c5425af23c2d1d203d1f3d28ab975d4cb,null,15,1,5,6,3
thelinmichael/spotify-web-api-java,60069024b8e394eb068f9b06ad048df211bece07,4.0.1,13,0,5,6,2
thelinmichael/spotify-web-api-java,f1bc30853c73125775ae13c47b2b2d69719a4db3,5.0.2,15,1,5,6,3
thelinmichael/spotify-web-api-java,7348df26f79590befdf08ec6b75ff0feb0a91375,2.0.0,11,0,2,7,2
thelinmichael/spotify-web-api-java,f177fcf79f8565d0d379a6dd816ccad9c1098167,6.2.0,15,1,5,6,3
thelinmichael/spotify-web-api-java,882344036cda49b831b924cf5c4567933adf8185,2.0.5,10,0,3,5,2
thelinmichael/spotify-web-api-java,586d119354269c19faaaebdee52d3540c646b04e,4.1.0,13,0,5,6,2
thelinmichael/spotify-web-api-java,f3481c72538b3151fc365bb0cdae4f1c38b1f7d5,5.0.0,14,0,6,6,2
thelinmichael/spotify-web-api-java,e891c9d4ce1a9ec64a43bdbf7a20156cfeafd612,4.2.2,13,0,5,6,2
thelinmichael/spotify-web-api-java,63b71c39d2e3777da642d163db454d26148d5c49,6.3.0,15,1,5,6,3
